2017-05-27 10:08:05.523 [Thread-0] INFO  appium - start appium
2017-05-27 10:09:52.775 [Thread-0] INFO  appium - [debug] [AndroidBootstrap] Received command result from bootstrap
2017-05-27 10:09:52.776 [Thread-0] INFO  appium - [debug] [AndroidBootstrap] Stream still not complete, waiting
2017-05-27 10:09:52.776 [Thread-0] INFO  appium - [debug] [AndroidBootstrap] Received command result from bootstrap
2017-05-27 10:09:52.778 [Thread-0] INFO  appium - [debug] [AndroidBootstrap] [UIAUTO STDOUT] 906,1767][1038,1899]\" resource-id=\"com.ymatou.shop:id\/iv_main_tab_icon\" instance=\"20\"\/><android.view.View index=\"1\" text=\"\" class=\"android.view.View\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[1032,1767][1050,1785]\" resource-id=\"com.ymatou.shop:id\/cv_main_tab_icon_msg_count\" instance=\"4\"\/><\/android.widget.RelativeLayout><\/android.widget.RelativeLayout><\/android.widget.LinearLayout><\/android.widget.TabWidget><\/android.widget.LinearLayout><\/android.widget.TabHost><\/android.widget.RelativeLayout><\/android.widget.FrameLayout><\/android.widget.LinearLayout><\/android.widget.FrameLayout><\/android.widget.LinearLayout><android.view.View index=\"1\" text=\"\" class=\"android.view.View\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[0,0][1080,60]\" resource-id=\"android:id\/statusBarBackground\" instance=\"5\"\/><\/android.widget.FrameLayout><\/hierarchy>"}[/APPIUM-UIAUTO]
2017-05-27 10:09:52.778 [Thread-0] INFO  appium - 
2017-05-27 10:09:52.778 [Thread-0] INFO  appium - 
2017-05-27 10:09:52.778 [Thread-0] INFO  appium - [debug] [MJSONWP] Responding to client with driver.getPageSource() result: "<?xml version=\"1.0\" encoding=\"UTF-8\"?><hierarchy rotation=\"0\"><android.widget.FrameLayout index=\"0\" text=\"\" class=\"android.widget.FrameLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[0,0][1080,1920]\" resource-id=\"\" instance=\"0\"><android.widget.LinearLayout index=\"0\" text=\"\" class=\"android.widget.LinearLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[0,0][1080,1920]\" resource-id=\"\" instance=\"0\"><android.widget.FrameLayout index=\"0\" text=\"\" class=\"android.widget.FrameLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\"...
2017-05-27 10:09:52.780 [Thread-0] INFO  appium - [HTTP] <-- GET /wd/hub/session/9327b075-d1c3-4441-b335-a16a072bc8d8/source 200 439 ms - 50281 
2017-05-27 10:09:53.015 [Thread-0] INFO  appium - [HTTP] --> POST /wd/hub/session/9327b075-d1c3-4441-b335-a16a072bc8d8/appium/device/press_keycode {"keycode":4}
2017-05-27 10:09:53.015 [Thread-0] INFO  appium - [debug] [MJSONWP] Calling AppiumDriver.pressKeyCode() with args: [4,null,null,null,"9327b075-d1c3-4441-b335-a16a072bc8d8"]
2017-05-27 10:09:53.016 [Thread-0] INFO  appium - [debug] [AndroidBootstrap] Sending command to android: {"cmd":"action","action":"pressKeyCode","params":{"keycode":4,"metastate":null}}
2017-05-27 10:09:53.019 [Thread-0] INFO  appium - [AndroidBootstrap] [BOOTSTRAP LOG] [debug] Got data from client: {"cmd":"action","action":"pressKeyCode","params":{"keycode":4,"metastate":null}}
2017-05-27 10:09:53.021 [Thread-0] INFO  appium - [AndroidBootstrap] [BOOTSTRAP LOG] [debug] Got command of type ACTION
2017-05-27 10:09:53.021 [Thread-0] INFO  appium - [AndroidBootstrap] [BOOTSTRAP LOG] [debug] Got command action: pressKeyCode
2017-05-27 10:09:54.122 [Thread-0] INFO  appium - [debug] [AndroidBootstrap] Received command result from bootstrap
2017-05-27 10:09:54.123 [Thread-0] INFO  appium - [debug] [MJSONWP] Responding to client with driver.pressKeyCode() result: true
2017-05-27 10:09:54.123 [Thread-0] INFO  appium - [HTTP] <-- POST /wd/hub/session/9327b075-d1c3-4441-b335-a16a072bc8d8/appium/device/press_keycode 200 1108 ms - 76 
2017-05-27 10:09:54.125 [Thread-0] INFO  appium - [AndroidBootstrap] [BOOTSTRAP LOG] [debug] Returning result: {"status":0,"value":true}
2017-05-27 10:09:54.647 [Thread-0] INFO  appium - [HTTP] --> GET /wd/hub/session/9327b075-d1c3-4441-b335-a16a072bc8d8/appium/device/current_activity {}
2017-05-27 10:09:54.647 [Thread-0] INFO  appium - [debug] [MJSONWP] Calling AppiumDriver.getCurrentActivity() with args: ["9327b075-d1c3-4441-b335-a16a072bc8d8"]
2017-05-27 10:09:54.647 [Thread-0] INFO  appium - [debug] [ADB] Getting focused package and activity
2017-05-27 10:09:54.647 [Thread-0] INFO  appium - [debug] [ADB] Getting connected devices...
2017-05-27 10:09:54.885 [Thread-0] INFO  appium - [debug] [ADB] 1 device(s) connected
2017-05-27 10:09:54.886 [Thread-0] INFO  appium - [debug] [ADB] Running 'E:\Appium\sdk\platform-tools\adb.exe' with args: ["-P",5037,"-s","INMN8TDIK7QKH6EI","shell","dumpsys","window","windows"]
2017-05-27 10:09:55.202 [Thread-0] INFO  appium - [debug] [MJSONWP] Responding to client with driver.getCurrentActivity() result: ".reconstract.MainActivity"
2017-05-27 10:09:55.202 [Thread-0] INFO  appium - [HTTP] <-- GET /wd/hub/session/9327b075-d1c3-4441-b335-a16a072bc8d8/appium/device/current_activity 200 557 ms - 99 
2017-05-27 10:09:55.211 [Thread-0] INFO  appium - [HTTP] --> POST /wd/hub/session/9327b075-d1c3-4441-b335-a16a072bc8d8/touch/perform {"actions":[{"action":"press","options":{"x":540,"y":384}},{"action":"wait","options":{"ms":100}},{"action":"moveTo","options":{"x":540,"y":1536}},{"action":"release","options":{}}]}
2017-05-27 10:09:55.211 [Thread-0] INFO  appium - [debug] [MJSONWP] Calling AppiumDriver.performTouch() with args: [[{"action":"press","options":{"x":540,"y":384}},{"action":"wait","options":{"ms":100}},{"action":"moveTo","options":{"x":540,"y":1536}},{"action":"release","options":{}}],"9327b075-d1c3-4441-b335-a16a072bc8d8"]
2017-05-27 10:09:55.214 [Thread-0] INFO  appium - [debug] [AndroidBootstrap] Sending command to android: {"cmd":"action","action":"swipe","params":{"startX":540,"startY":384,"endX":540,"endY":1536,"steps":3}}
2017-05-27 10:09:55.217 [Thread-0] INFO  appium - [AndroidBootstrap] [BOOTSTRAP LOG] [debug] Got data from client: {"cmd":"action","action":"swipe","params":{"startX":540,"startY":384,"endX":540,"endY":1536,"steps":3}}
2017-05-27 10:09:55.217 [Thread-0] INFO  appium - [AndroidBootstrap] [BOOTSTRAP LOG] [debug] Got command of type ACTION
2017-05-27 10:09:55.217 [Thread-0] INFO  appium - [AndroidBootstrap] [BOOTSTRAP LOG] [debug] Got command action: swipe
2017-05-27 10:09:55.218 [Thread-0] INFO  appium - [AndroidBootstrap] [BOOTSTRAP LOG] [debug] Display bounds: [0,0][1080,1920]
2017-05-27 10:09:55.220 [Thread-0] INFO  appium - [AndroidBootstrap] [BOOTSTRAP LOG] [debug] Display bounds: [0,0][1080,1920]
2017-05-27 10:09:55.221 [Thread-0] INFO  appium - [AndroidBootstrap] [BOOTSTRAP LOG] [debug] Swiping from [x=540.0, y=384.0] to [x=540.0, y=1536.0] with steps: 3
2017-05-27 10:09:55.266 [Thread-0] INFO  appium - [debug] [AndroidBootstrap] Received command result from bootstrap
2017-05-27 10:09:55.267 [Thread-0] INFO  appium - [debug] [MJSONWP] Responding to client with driver.performTouch() result: true
2017-05-27 10:09:55.268 [Thread-0] INFO  appium - [HTTP] <-- POST /wd/hub/session/9327b075-d1c3-4441-b335-a16a072bc8d8/touch/perform 200 57 ms - 76 
2017-05-27 10:09:55.269 [Thread-0] INFO  appium - [AndroidBootstrap] [BOOTSTRAP LOG] [debug] Returning result: {"status":0,"value":true}
2017-05-27 10:09:55.272 [Thread-0] INFO  appium - [HTTP] --> GET /wd/hub/session/9327b075-d1c3-4441-b335-a16a072bc8d8/appium/device/current_activity {}
2017-05-27 10:09:55.272 [Thread-0] INFO  appium - [debug] [MJSONWP] Calling AppiumDriver.getCurrentActivity() with args: ["9327b075-d1c3-4441-b335-a16a072bc8d8"]
2017-05-27 10:09:55.274 [Thread-0] INFO  appium - [debug] [ADB] Getting focused package and activity
2017-05-27 10:09:55.276 [Thread-0] INFO  appium - [debug] [ADB] Getting connected devices...
2017-05-27 10:09:55.519 [Thread-0] INFO  appium - [debug] [ADB] 1 device(s) connected
2017-05-27 10:09:55.519 [Thread-0] INFO  appium - [debug] [ADB] Running 'E:\Appium\sdk\platform-tools\adb.exe' with args: ["-P",5037,"-s","INMN8TDIK7QKH6EI","shell","dumpsys","window","windows"]
2017-05-27 10:09:55.826 [Thread-0] INFO  appium - [debug] [MJSONWP] Responding to client with driver.getCurrentActivity() result: ".reconstract.MainActivity"
2017-05-27 10:09:55.833 [Thread-0] INFO  appium - [HTTP] <-- GET /wd/hub/session/9327b075-d1c3-4441-b335-a16a072bc8d8/appium/device/current_activity 200 559 ms - 99 
2017-05-27 10:09:58.313 [Thread-0] INFO  appium - [HTTP] --> GET /wd/hub/session/9327b075-d1c3-4441-b335-a16a072bc8d8/appium/device/current_activity {}
2017-05-27 10:09:58.313 [Thread-0] INFO  appium - [debug] [MJSONWP] Calling AppiumDriver.getCurrentActivity() with args: ["9327b075-d1c3-4441-b335-a16a072bc8d8"]
2017-05-27 10:09:58.314 [Thread-0] INFO  appium - [debug] [ADB] Getting focused package and activity
2017-05-27 10:09:58.316 [Thread-0] INFO  appium - [debug] [ADB] Getting connected devices...
2017-05-27 10:09:58.575 [Thread-0] INFO  appium - [debug] [ADB] 1 device(s) connected
2017-05-27 10:09:58.575 [Thread-0] INFO  appium - [debug] [ADB] Running 'E:\Appium\sdk\platform-tools\adb.exe' with args: ["-P",5037,"-s","INMN8TDIK7QKH6EI","shell","dumpsys","window","windows"]
2017-05-27 10:09:58.867 [Thread-0] INFO  appium - [debug] [MJSONWP] Responding to client with driver.getCurrentActivity() result: ".reconstract.MainActivity"
2017-05-27 10:09:58.869 [Thread-0] INFO  appium - [HTTP] <-- GET /wd/hub/session/9327b075-d1c3-4441-b335-a16a072bc8d8/appium/device/current_activity 200 556 ms - 99 
2017-05-27 10:09:58.875 [Thread-0] INFO  appium - [HTTP] --> GET /wd/hub/session/9327b075-d1c3-4441-b335-a16a072bc8d8/source {}
2017-05-27 10:09:58.875 [Thread-0] INFO  appium - [debug] [MJSONWP] Calling AppiumDriver.getPageSource() with args: ["9327b075-d1c3-4441-b335-a16a072bc8d8"]
2017-05-27 10:09:58.876 [Thread-0] INFO  appium - [debug] [AndroidBootstrap] Sending command to android: {"cmd":"action","action":"source","params":{}}
2017-05-27 10:09:58.879 [Thread-0] INFO  appium - [AndroidBootstrap] [BOOTSTRAP LOG] [debug] Got data from client: {"cmd":"action","action":"source","params":{}}
2017-05-27 10:09:58.880 [Thread-0] INFO  appium - [AndroidBootstrap] [BOOTSTRAP LOG] [debug] Got command of type ACTION
2017-05-27 10:09:58.880 [Thread-0] INFO  appium - [AndroidBootstrap] [BOOTSTRAP LOG] [debug] Got command action: source
2017-05-27 10:09:59.012 [Thread-0] INFO  appium - [debug] [AndroidBootstrap] [UIAUTO STDOUT] [APPIUM-UIAUTO] [debug] Returning result: {"status":0,"value":"<?xml version=\"1.0\" encoding=\"UTF-8\"?><hierarchy rotation=\"0\"><android.widget.FrameLayout index=\"0\" text=\"\" class=\"android.widget.FrameLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[0,0][1080,1920]\" resource-id=\"\" instance=\"0\"><android.widget.LinearLayout index=\"0\" text=\"\" class=\"android.widget.LinearLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[0,0][1080,1920]\" resource-id=\"\" instance=\"0\"><android.widget.FrameLayout index=\"0\" text=\"\" class=\"android.widget.FrameLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[0,60][1080,1920]\" resource-id=\"\" instance=\"1\"><android.widget.LinearLayout index=\"0\" text=\"\" class=\"android.widget.LinearLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[0,60][1080,1920]\" resource-id=\"com.ymatou.shop:id\/action_bar_root\" instance=\"1\"><android.widget.FrameLayout index=\"0\" text=\"\" class=\"android.widget.FrameLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[0,60][1080,1920]\" resource-id=\"android:id\/content\" instance=\"2\"><android.widget.RelativeLayout index=\"0\" text=\"\" class=\"android.widget.RelativeLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[0,60][1080,1920]\" resource-id=\"\" instance=\"0\"><android.widget.FrameLayout index=\"0\" text=\"\" class=\"android.widget.FrameLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[0,60][1080,1751]\" resource-id=\"com.ymatou.shop:id\/main_content\" instance=\"3\"><android.widget.LinearLayout index=\"0\" text=\"\" class=\"android.widget.LinearLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[0,60][1080,1751]\" resource-id=\"\" instance=\"2\"><android.widget.RelativeLayout index=\"0\" text=\"\" class=\"android.widget.RelativeLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[0,60][1080,228]\" resource-id=\"com.ymatou.shop:id\/rl_home_search_layout\" instance=\"1\"><android.widget.ImageView index=\"0\" text=\"\" class=\"android.widget.ImageView\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"fals
2017-05-27 10:09:59.014 [Thread-0] INFO  appium - [debug] [AndroidBootstrap] [UIAUTO STDOUT] e\" selected=\"false\" bounds=\"[0,60][1080,228]\" resource-id=\"com.ymatou.shop:id\/tv_home_search_layout_back_image\" instance=\"0\"\/><android.widget.LinearLayout index=\"1\" text=\"\" class=\"android.widget.LinearLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"true\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[72,99][822,189]\" resource-id=\"com.ymatou.shop:id\/ll_search_input\" instance=\"3\"><android.widget.ImageView index=\"0\" text=\"\" class=\"android.widget.ImageView\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[102,118][153,169]\" resource-id=\"com.ymatou.shop:id\/iv_search\" instance=\"1\"\/><android.widget.TextView index=\"1\" text=\"搜索商品、买手、笔记\" class=\"android.widget.TextView\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[168,115][568,172]\" resource-id=\"com.ymatou.shop:id\/tv_fragment_home_search\" instance=\"0\"\/><\/android.widget.LinearLayout><android.widget.LinearLayout NAF=\"true\" index=\"2\" text=\"\" class=\"android.widget.LinearLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"true\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[894,72][954,216]\" resource-id=\"com.ymatou.shop:id\/scv_home_fragment_header_cart\" instance=\"4\"><android.widget.RelativeLayout index=\"0\" text=\"\" class=\"android.widget.RelativeLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[894,72][954,216]\" resource-id=\"com.ymatou.shop:id\/rl_bubble_message\" instance=\"2\"><android.widget.ImageView index=\"0\" text=\"\" class=\"android.widget.ImageView\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[894,114][954,174]\" resource-id=\"com.ymatou.shop:id\/iv_shopping_cart\" instance=\"2\"\/><\/android.widget.RelativeLayout><\/android.widget.LinearLayout><android.widget.LinearLayout index=\"3\" text=\"\" class=\"android.widget.LinearLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=
2017-05-27 10:09:59.014 [Thread-0] INFO  appium - [debug] [AndroidBootstrap] [UIAUTO STDOUT] \"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[954,60][1080,228]\" resource-id=\"com.ymatou.shop:id\/tbmv_home_header_message\" instance=\"5\"><android.widget.LinearLayout index=\"0\" text=\"\" class=\"android.widget.LinearLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[954,60][1080,228]\" resource-id=\"\" instance=\"6\"><android.widget.RelativeLayout NAF=\"true\" index=\"0\" text=\"\" class=\"android.widget.RelativeLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"true\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[954,60][1080,228]\" resource-id=\"com.ymatou.shop:id\/
2017-05-27 10:09:59.015 [Thread-0] INFO  appium - [debug] [AndroidBootstrap] Received command result from bootstrap
2017-05-27 10:09:59.015 [Thread-0] INFO  appium - [debug] [AndroidBootstrap] Stream still not complete, waiting
2017-05-27 10:09:59.016 [Thread-0] INFO  appium - [debug] [AndroidBootstrap] [UIAUTO STDOUT] ll_titlebar_msg_more\" instance=\"3\"><android.view.View index=\"0\" text=\"\" class=\"android.view.View\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[1044,99][1062,117]\" resource-id=\"com.ymatou.shop:id\/cv_titlebar_msg_point_tip\" instance=\"0\"\/><android.widget.ImageView index=\"1\" text=\"\" class=\"android.widget.ImageView\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[993,120][1041,168]\" resource-id=\"com.ymatou.shop:id\/iv_titlebar_msg_more\" instance=\"3\"\/><\/android.widget.RelativeLayout><\/android.widget.LinearLayout><\/android.widget.LinearLayout><\/android.widget.RelativeLayout><android.widget.RelativeLayout index=\"1\" text=\"\" class=\"android.widget.RelativeLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[0,228][1080,1751]\" resource-id=\"\" instance=\"4\"><android.widget.LinearLayout index=\"0\" text=\"\" class=\"android.widget.LinearLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[0,228][1080,1751]\" resource-id=\"\" instance=\"7\"><android.widget.RelativeLayout index=\"0\" text=\"\" class=\"android.widget.RelativeLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[0,228][1080,328]\" resource-id=\"com.ymatou.shop:id\/htv_home_next_tab\" instance=\"5\"><android.widget.HorizontalScrollView index=\"0\" text=\"\" class=\"android.widget.HorizontalScrollView\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"true\" focused=\"false\" scrollable=\"true\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[36,252][1044,313]\" resource-id=\"com.ymatou.shop:id\/stl_home_tab\" instance=\"0\"><android.widget.LinearLayout index=\"0\" text=\"\" class=\"android.widget.LinearLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[36,252][1044,313]\" resource-id=\"\" instance
2017-05-27 10:09:59.016 [Thread-0] INFO  appium - [debug] [AndroidBootstrap] Received command result from bootstrap
2017-05-27 10:09:59.017 [Thread-0] INFO  appium - [debug] [AndroidBootstrap] Stream still not complete, waiting
2017-05-27 10:09:59.017 [Thread-0] INFO  appium - [debug] [AndroidBootstrap] [UIAUTO STDOUT] =\"8\"><android.widget.LinearLayout index=\"0\" text=\"\" class=\"android.widget.LinearLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"true\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"true\" bounds=\"[36,252][180,313]\" resource-id=\"\" instance=\"9\"><android.widget.RelativeLayout index=\"0\" text=\"\" class=\"android.widget.RelativeLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"true\" bounds=\"[72,252][144,313]\" resource-id=\"\" instance=\"6\"><android.widget.TextView index=\"0\" text=\"首页\" class=\"android.widget.TextView\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" f
